,North,South,East,West,Central,OverallReading
4:00pm,30,26,25,31,23,23-31
5:00pm,30,26,25,31,23,23-31
6:00pm,30,25,25,30,23,23-30
7:00pm,30,25,25,30,23,23-30
8:00pm,30,25,25,30,23,23-30
9:00pm,30,26,25,29,23,23-30
10:00pm,30,26,25,29,24,24-30
11:00pm,30,26,25,29,24,24-30
12:00am,31,27,25,28,24,24-31
21/2/2014
1:00am,31,27,25,29,25,25-31
2:00am,32,27,25,29,25,25-32
3:00am,32,27,25,29,25,25-32
4:00am,33,27,25,29,25,25-33
5:00am,33,28,25,29,26,25-33
6:00am,34,29,25,28,27,25-34
7:00am,35,29,25,28,27,25-35
8:00am,36,30,25,28,28,25-36
9:00am,37,30,25,28,28,25-37
10:00am,37,30,26,28,29,26-37
11:00am,37,30,26,28,29,26-37
12:00pm,38,30,26,28,30,26-38
1:00pm,37,30,26,27,30,26-37
2:00pm,37,30,26,27,30,26-37
3:00pm,38,30,26,27,30,26-38
4:00pm,38,30,26,27,30,26-38
5:00pm,38,30,26,27,30,26-38
6:00pm,38,30,26,27,30,26-38
7:00pm,38,30,27,28,30,27-38
8:00pm,38,30,27,28,30,27-38
9:00pm,38,30,27,29,30,27-38
10:00pm,38,30,27,29,30,27-38
11:00pm,38,30,28,29,30,28-38
12:00am,38,30,28,29,30,28-38
22/2/2014
1:00am,38,31,28,30,31,28-38
2:00am,38,31,28,30,31,28-38
3:00am,38,32,28,30,31,28-38
4:00am,38,32,28,30,31,28-38
5:00am,38,31,28,30,31,28-38
6:00am,38,31,28,30,31,28-38
7:00am,37,32,29,30,31,29-37
8:00am,37,32,29,30,31,29-37
9:00am,36,32,29,30,30,29-36
10:00am,36,32,29,30,30,29-36
11:00am,35,32,29,30,30,29-35
12:00pm,35,32,29,30,29,29-35
1:00pm,35,32,29,30,29,29-35
2:00pm,35,32,29,30,29,29-35
3:00pm,36,32,30,30,29,29-36
4:00pm,36,32,30,30,29,29-36
5:00pm,37,32,31,30,29,29-37
6:00pm,38,32,31,30,29,29-38
7:00pm,39,32,32,30,30,30-39
8:00pm,40,32,32,29,30,29-40
9:00pm,41,33,32,29,30,29-41
10:00pm,42,33,32,28,31,28-42
11:00pm,42,33,32,28,31,28-42
12:00am,42,33,32,28,31,28-42
23/2/2014
1:00am,42,33,33,28,31,28-42
2:00am,41,32,33,28,31,28-41
3:00am,41,32,34,28,31,28-41
4:00am,41,32,34,28,32,28-41
5:00am,41,32,34,28,31,28-41
6:00am,41,32,35,29,31,29-41
7:00am,41,32,35,29,31,29-41
8:00am,40,32,36,29,31,29-40
9:00am,41,32,36,29,31,29-41
10:00am,40,32,36,30,31,30-40
11:00am,40,32,36,30,32,30-40
12:00pm,40,32,36,30,32,30-40
1:00pm,41,31,36,29,32,29-41
2:00pm,40,31,35,30,31,30-40
3:00pm,39,31,35,30,32,30-39
4:00pm,39,31,34,30,32,30-39
5:00pm,38,31,33,30,32,30-38
6:00pm,37,32,33,30,32,30-37
7:00pm,37,32,32,30,31,30-37
8:00pm,35,32,32,30,31,30-35
9:00pm,35,32,33,31,31,31-35
10:00pm,34,31,33,31,31,31-34
11:00pm,34,32,33,31,31,31-34
12:00am,34,32,32,31,31,31-34
24/2/2014
1:00am,34,32,32,31,31,31-34
2:00am,34,33,32,31,31,31-34
3:00am,34,33,32,31,31,31-34
4:00am,34,33,31,31,32,31-34
5:00am,35,34,31,31,32,31-35
6:00am,35,34,32,31,32,31-35
7:00am,35,34,32,31,32,31-35
8:00am,36,34,32,31,32,31-36
9:00am,36,35,32,31,33,31-36
10:00am,36,35,32,31,33,31-36
11:00am,36,36,32,31,33,31-36
12:00pm,36,36,32,31,33,31-36
1:00pm,36,36,32,31,34,31-36
2:00pm,36,37,32,32,34,32-37
3:00pm,36,37,33,32,34,32-37
4:00pm,36,37,33,32,35,32-37
5:00pm,37,38,34,32,35,32-38
6:00pm,37,38,34,33,36,33-38
7:00pm,36,37,34,34,36,34-37
8:00pm,36,37,34,33,36,33-37
9:00pm,36,37,34,33,35,33-37
10:00pm,36,37,33,33,36,33-37
11:00pm,36,37,34,33,36,33-37
12:00am,35,37,34,33,35,33-37
25/2/2014
1:00am,36,37,34,32,35,32-37
2:00am,37,38,33,32,36,32-38
3:00am,37,38,34,32,35,32-38
4:00am,37,37,34,32,35,32-37
5:00am,37,36,34,32,34,32-37
6:00am,37,36,33,32,34,32-37
7:00am,37,36,33,32,34,32-37
8:00am,37,35,32,32,34,32-37
9:00am,37,35,32,32,34,32-37
10:00am,37,34,32,32,34,32-37
11:00am,37,34,32,32,34,32-37
12:00pm,37,34,33,33,34,33-37
1:00pm,37,34,33,32,34,32-37
2:00pm,37,34,33,32,34,32-37
3:00pm,38,34,33,32,34,32-38
4:00pm,38,34,33,32,34,32-38
5:00pm,38,34,33,32,34,32-38
6:00pm,38,34,34,32,34,32-38
7:00pm,39,35,34,32,34,32-39
8:00pm,39,35,34,32,35,32-39
9:00pm,39,35,34,32,35,32-39
10:00pm,40,36,34,31,35,31-40
11:00pm,40,36,34,31,35,31-40
12:00am,40,36,34,31,35,31-40
26/2/2014
1:00am,39,36,34,31,35,31-39
2:00am,39,35,34,31,34,31-39
3:00am,39,35,34,31,34,31-39
4:00am,38,35,34,30,35,30-38
5:00am,38,35,34,30,35,30-38
6:00am,39,35,34,30,35,30-39
7:00am,38,36,34,30,35,30-38
8:00am,38,36,34,30,35,30-38
9:00am,38,36,34,29,35,29-38
10:00am,37,36,34,29,34,29-37
11:00am,37,36,34,29,35,29-37
12:00pm,38,36,34,29,35,29-38
1:00pm,38,36,34,29,35,29-38
2:00pm,38,36,33,30,35,30-38
3:00pm,38,36,33,30,35,30-38
4:00pm,38,36,33,30,34,30-38
5:00pm,37,36,33,30,34,30-37
6:00pm,37,36,32,30,34,30-37
7:00pm,36,35,31,30,33,30-36
8:00pm,36,35,31,30,33,30-36
9:00pm,35,34,31,30,32,30-35
10:00pm,35,34,31,30,32,30-35
11:00pm,35,34,31,30,32,30-35
12:00am,35,34,31,30,32,30-35
27/2/2014
1:00am,36,34,31,30,33,30-36
2:00am,36,34,32,30,32,30-36
3:00am,35,33,32,30,31,30-35
4:00am,35,33,32,30,31,30-35
5:00am,35,33,33,30,31,30-35
6:00am,36,33,33,30,31,30-36
7:00am,35,33,34,30,31,30-35
8:00am,35,33,34,30,31,30-35
9:00am,35,32,33,30,31,30-35
10:00am,35,32,33,30,31,30-35
11:00am,35,31,32,29,30,29-35
12:00pm,34,31,32,29,30,29-34
1:00pm,34,31,32,29,30,29-34
2:00pm,34,30,32,28,30,28-34
3:00pm,33,30,32,27,29,27-33
4:00pm,33,30,32,27,29,27-33
5:00pm,33,30,32,26,29,26-33
6:00pm,33,30,32,26,30,26-33
7:00pm,34,30,33,26,30,26-34
8:00pm,34,31,33,26,30,26-34
9:00pm,34,31,33,26,30,26-34
10:00pm,34,31,33,26,30,26-34
11:00pm,34,31,33,25,29,25-34
12:00am,34,31,33,25,29,25-34
28/2/2014
1:00am,33,30,33,25,29,25-33
2:00am,34,30,33,25,29,25-34
3:00am,34,31,33,25,29,25-34
4:00am,35,32,34,25,30,25-35
5:00am,35,32,33,25,30,25-35
6:00am,36,32,34,26,36,26-36
7:00am,36,33,34,35,30,30-36
8:00am,37,34,36,26,31,26-37
9:00am,37,34,36,26,31,26-37
10:00am,37,35,37,26,32,26-37
11:00am,37,36,37,25,32,25-37
12:00pm,38,36,37,25,32,25-38
1:00pm,38,35,36,26,32,26-38
2:00pm,38,35,36,26,32,26-38
3:00pm,38,36,36,26,32,26-38
4:00pm,38,35,36,26,32,26-38
5:00pm,37,35,36,27,32,27-37
6:00pm,37,35,36,27,32,27-37
7:00pm,37,35,35,27,31,27-37
8:00pm,37,35,35,27,31,27-37
9:00pm,37,35,36,27,32,27-37
10:00pm,37,35,35,27,32,27-37
11:00pm,37,35,35,28,32,28-37
12:00am,36,34,35,28,32,28-36
1/3/2014
1:00am,37,35,35,28,33,28-37
2:00am,37,34,34,28,33,28-37
3:00am,36,34,33,29,33,29-36
4:00am,35,33,32,29,33,29-35
5:00am,36,33,32,29,33,29-36
6:00am,35,32,30,28,33,28-35
7:00am,35,32,29,29,33,29-35
8:00am,35,31,28,29,33,28-35
9:00am,34,31,28,29,33,28-34
10:00am,35,31,28,30,33,28-35
11:00am,35,31,28,30,33,28-35
12:00pm,35,31,28,30,33,28-35
1:00pm,35,31,28,30,33,28-35
2:00pm,35,31,29,30,33,29-35
3:00pm,35,31,29,30,33,29-35
4:00pm,35,31,30,31,33,30-35
5:00pm,36,31,30,31,33,30-36
6:00pm,36,31,30,31,33,30-36
7:00pm,37,32,31,31,33,31-37
8:00pm,37,31,31,31,33,31-37
9:00pm,37,31,31,31,32,31-37
10:00pm,38,30,31,31,32,30-38
11:00pm,38,30,31,30,32,30-38
12:00am,39,31,31,30,33,30-39
2/3/2014
1:00am,38,31,31,30,33,30-38
2:00am,38,31,31,30,32,30-38
3:00am,37,30,31,29,32,29-37
4:00am,37,30,31,29,31,29-37
5:00am,37,30,31,29,31,29-37
6:00am,37,30,31,29,31,29-37
7:00am,36,31,32,29,30,29-36
8:00am,36,31,32,29,30,29-36
9:00am,36,31,31,29,30,29-36
10:00am,36,30,31,29,29,29-36
11:00am,36,30,31,29,29,29-36
12:00pm,35,30,30,28,29,28-35
1:00pm,35,29,30,28,29,28-35
2:00pm,35,29,30,28,29,28-35
3:00pm,34,29,29,28,29,28-34
4:00pm,34,29,29,28,29,28-34
5:00pm,33,29,28,37,29,28-37
6:00pm,33,29,28,41,31,28-41
7:00pm,32,28,27,42,31,27-42
8:00pm,32,28,26,42,30,26-42
9:00pm,32,29,26,39,28,26-39
10:00pm,31,29,26,36,28,26-36
11:00pm,31,30,26,32,28,26-32
12:00am,30,30,26,28,28,26-30
3/3/2014
1:00am,30,29,26,28,27,26-30
2:00am,31,30,26,28,28,26-31
3:00am,31,30,26,28,27,26-31
4:00am,30,30,26,28,27,26-30
5:00am,30,29,26,27,26,26-30
6:00am,29,28,25,27,26,25-29
7:00am,29,27,25,27,25,25-29
8:00am,28,27,24,27,25,24-28
9:00am,29,27,24,27,25,24-29
10:00am,29,27,24,27,25,24-29
11:00am,29,27,25,26,25,25-29
12:00pm,29,27,25,26,25,25-29
1:00pm,29,28,25,27,26,25-29
2:00pm,30,29,26,28,26,26-30
3:00pm,31,30,26,29,27,26-31
4:00pm,31,30,27,30,28,27-31
5:00pm,32,31,28,31,30,28-32
6:00pm,33,31,29,31,32,29-33
7:00pm,34,32,29,31,33,29-34
8:00pm,34,32,29,31,33,29-34
9:00pm,34,32,29,31,30,29-34
10:00pm,34,32,29,31,30,29-34
11:00pm,34,31,30,31,30,30-34
12:00am,34,31,30,31,30,30-34
4/3/2014
1:00am,34,31,31,31,30,30-34
2:00am,34,32,31,32,30,30-34
3:00am,36,32,32,32,32,32-36
4:00am,37,34,33,33,33,33-37
5:00am,39,35,34,33,34,33-39
6:00am,40,36,35,34,35,34-40
7:00am,41,38,37,34,36,34-41
8:00am,43,39,38,35,37,35-43
9:00am,44,40,39,36,38,36-44
10:00am,45,41,40,37,39,37-45
11:00am,46,41,41,39,39,39-46
12:00pm,47,42,42,41,40,40-47
1:00pm,48,42,42,42,40,40-48
2:00pm,48,42,42,41,40,40-48
3:00pm,48,41,42,41,40,40-48
4:00pm,49,42,42,41,40,40-49
5:00pm,49,42,43,42,41,41-49
6:00pm,50,43,44,42,42,42-50
7:00pm,50,44,44,44,43,43-50
8:00pm,51,45,45,45,44,44-51
9:00pm,51,46,46,46,44,44-51
10:00pm,52,46,46,46,45,45-52
11:00pm,52,46,46,47,45,45-52
12:00am,52,46,47,48,44,44-52
5/3/2014
1:00am,52,46,47,48,44,44-52
2:00am,52,46,47,48,44,44-52
3:00am,51,45,47,48,43,43-51
4:00am,51,44,46,48,42,42-51
5:00am,50,43,45,47,41,41-50
6:00am,49,42,44,47,40,40-49
7:00am,48,41,43,46,39,39-48
8:00am,47,39,42,45,38,38-47
9:00am,46,38,41,44,36,36-46
10:00am,45,37,40,42,35,35-45
11:00am,44,36,38,40,35,35-44
12:00pm,44,36,38,39,34,34-44
1:00pm,43,35,37,37,34,34-43
2:00pm,43,34,36,37,33,33-43
3:00pm,42,33,36,36,32,32-42
4:00pm,41,32,35,35,31,31-41
5:00pm,40,31,34,34,29,29-40
6:00pm,39,30,33,33,28,28-39
7:00pm,38,29,32,32,28,28-38
8:00pm,37,28,32,31,27,27-37
9:00pm,36,27,30,30,26,26-36
10:00pm,35,27,29,30,26,26-35
11:00pm,34,27,28,29,26,26-34
12:00am,34,27,27,27,26,26-34
6/3/2014
1:00am,34,27,27,27,27,27-34
2:00am,33,27,26,27,26,26-33
3:00am,34,26,27,26,26,26-34
4:00am,35,26,27,26,27,26-35
5:00am,35,26,27,26,27,26-35
6:00am,35,26,27,26,28,26-35
7:00am,37,27,27,26,29,26-37
8:00am,37,28,28,27,30,27-37
9:00am,37,29,29,27,31,27-37
10:00am,37,29,29,28,31,28-37
11:00am,37,29,29,28,31,28-37
12:00pm,37,29,29,29,31,29-37
1:00pm,37,29,28,29,31,28-37
2:00pm,37,30,29,29,31,29-37
3:00pm,37,30,29,29,32,29-37
4:00pm,38,31,29,28,32,28-38
5:00pm,38,31,28,28,32,28-38
6:00pm,38,30,29,28,32,28-38
7:00pm,37,30,29,28,31,28-37
8:00pm,38,29,29,28,31,28-38
9:00pm,38,29,30,29,31,29-38
10:00pm,39,29,31,30,31,29-39
11:00pm,39,29,31,31,31,29-39
12:00am,39,30,31,32,31,30-39
7/3/2014
1:00am,40,31,32,33,31,31-40
2:00am,41,32,33,33,32,32-41
3:00am,43,33,32,34,34,32-43
4:00am,43,35,34,34,35,34-43
5:00am,44,35,35,34,35,34-44
6:00am,44,35,36,35,35,35-44
7:00am,43,35,36,36,34,34-43
8:00am,43,34,35,36,34,34-43
9:00am,43,34,35,36,33,33-43
10:00am,44,34,35,36,33,33-44
11:00am,44,35,36,36,33,33-44
12:00pm,44,35,36,36,33,33-44
1:00pm,44,36,37,36,34,34-44
2:00pm,44,36,37,37,34,34-44
3:00pm,45,36,37,37,35,35-45
4:00pm,44,36,37,38,35,35-44
5:00pm,45,38,37,39,36,36-45
6:00pm,46,40,38,40,38,38-46
7:00pm,49,44,41,41,41,41-49
8:00pm,50,47,44,44,42,42-50
9:00pm,51,49,45,45,44,44-51
10:00pm,52,50,45,45,45,45-52
11:00pm,52,51,45,44,46,44-52
12:00am,52,51,45,43,47,43-52
8/3/2014
1:00am,52,50,44,43,46,43-52
2:00am,51,50,44,43,45,43-51
3:00am,51,48,45,42,43,42-51
4:00am,51,49,44,42,44,42-51
5:00am,51,49,42,43,43,42-51
6:00am,51,49,43,42,43,42-51
7:00am,51,50,44,42,44,42-51
8:00am,51,50,46,42,45,42-51
9:00am,51,51,46,42,46,42-51
10:00am,51,51,45,42,46,42-51
11:00am,51,51,45,43,46,43-51
12:00pm,52,51,46,43,46,43-52
1:00pm,52,51,46,44,47,44-52
2:00pm,52,51,46,44,47,44-52
3:00pm,53,51,47,44,47,44-53
4:00pm,53,52,48,45,48,45-53
5:00pm,54,52,49,46,48,46-54
6:00pm,54,51,51,46,48,46-54
7:00pm,53,51,51,47,47,47-53
8:00pm,54,50,50,44,45,44-54
9:00pm,53,49,50,43,45,43-53
10:00pm,54,48,50,43,45,43-54
11:00pm,54,48,50,43,45,43-54
12:00am,54,48,49,43,44,43-54
9/3/2014
1:00am,56,51,48,43,47,43-56
2:00am,58,53,48,43,50,43-58
3:00am,58,54,48,44,49,44-58
4:00am,57,53,50,43,48,43-57
5:00am,57,53,52,43,48,43-57
6:00am,57,53,52,43,48,43-57
7:00am,57,52,51,43,47,43-57
8:00am,57,52,50,43,46,43-57
9:00am,56,51,49,42,45,42-56
10:00am,56,51,49,41,45,41-56
11:00am,55,51,49,41,44,41-55
12:00pm,55,51,48,40,43,40-55
1:00pm,55,50,48,39,42,39-55
2:00pm,54,49,47,39,42,39-54
3:00pm,54,49,47,39,41,39-54
4:00pm,53,48,46,38,41,38-53
5:00pm,53,47,46,37,40,37-53
6:00pm,52,47,45,36,40,36-52
7:00pm,52,47,44,35,41,35-52
8:00pm,51,48,44,36,41,36-51
9:00pm,50,48,45,36,40,36-50
10:00pm,49,47,45,36,38,36-49
11:00pm,47,46,45,36,38,36-47
12:00am,47,45,46,36,38,36-47
10/3/2014
1:00am,43,42,47,36,36,36-47
2:00am,38,37,47,35,33,33-47
3:00am,38,35,47,35,33,33-47
4:00am,39,36,45,35,34,34-45
5:00am,40,37,42,36,35,35-42
6:00am,40,36,42,37,35,35-42
7:00am,41,37,43,37,36,36-43
8:00am,43,38,44,37,37,37-44
9:00am,44,39,45,38,38,38-45
10:00am,45,40,47,38,39,38-47
11:00am,47,40,48,38,40,38-48
12:00pm,47,41,48,39,41,39-48
1:00pm,48,42,48,40,42,40-48
2:00pm,49,43,49,40,42,40-49
3:00pm,50,43,49,40,43,40-50
4:00pm,51,44,50,41,44,41-51
5:00pm,51,45,50,42,43,42-51
6:00pm,51,44,48,43,42,42-51
7:00pm,51,43,47,44,42,42-51
8:00pm,52,43,46,45,42,42-52
9:00pm,52,42,45,44,42,42-52
10:00pm,53,43,45,44,43,43-53
11:00pm,54,44,45,45,44,44-54
12:00am,53,43,45,45,43,43-53
11/3/2014
1:00am,53,44,45,46,43,43-53
2:00am,54,46,44,46,46,44-54
3:00am,54,47,45,46,46,45-54
4:00am,54,47,48,45,46,45-54
5:00am,54,47,49,44,45,44-54
6:00am,54,47,50,43,45,43-54
7:00am,53,47,49,42,44,42-53
8:00am,52,46,48,42,43,42-52
9:00am,51,44,46,41,42,41-51
10:00am,51,43,46,41,41,41-51
11:00am,50,43,45,40,40,40-50
12:00pm,49,43,45,39,40,39-49
1:00pm,49,43,45,38,40,38-49
2:00pm,49,43,46,38,40,38-49
3:00pm,49,43,46,38,40,38-49
4:00pm,49,44,47,36,41,36-49
5:00pm,50,44,50,35,41,35-50
6:00pm,52,45,51,35,43,35-52
7:00pm,54,48,52,34,47,34-54
8:00pm,56,51,54,31,50,31-56
9:00pm,57,52,54,31,51,31-57
10:00pm,58,53,54,31,52,31-58
11:00pm,60,54,54,31,54,31-60
12:00am,62,56,54,31,55,31-62
12/3/2014
1:00am,63,57,54,31,56,31-63
2:00am,63,57,56,31,55,31-63
3:00am,63,56,57,32,56,32-63
4:00am,65,57,55,33,58,33-65
5:00am,66,58,54,33,60,33-66
6:00am,67,59,54,34,61,34-67
7:00am,69,61,54,36,62,36-69
8:00am,70,62,54,36,64,36-70
9:00am,71,63,54,37,64,37-71
10:00am,72,64,54,38,65,38-72
11:00am,74,65,54,38,66,38-74
12:00pm,75,66,54,39,66,39-75
1:00pm,75,65,54,40,66,40-75
2:00pm,75,65,54,40,66,40-75
3:00pm,75,65,54,41,66,41-75
4:00pm,75,65,54,42,66,42-75
5:00pm,75,65,54,44,66,44-75
6:00pm,73,65,54,45,65,45-73
7:00pm,72,63,55,45,63,45-72
8:00pm,71,62,55,47,62,47-71
9:00pm,70,61,57,48,62,48-70
10:00pm,68,60,58,48,60,48-68
11:00pm,67,58,59,48,58,48-67
12:00am,65,57,60,48,57,48-65
13/3/2014
1:00am,64,56,60,48,56,48-64
2:00am,63,56,59,48,56,48-63
3:00am,63,56,58,48,55,48-63
4:00am,62,55,58,48,54,48-62
5:00am,60,54,58,49,52,49-60
6:00am,60,54,58,49,52,49-60
7:00am,60,53,58,49,51,49-60
8:00am,60,52,60,50,51,50-60
9:00am,60,52,60,50,50,50-60
10:00am,59,51,60,50,50,50-60
11:00am,57,50,60,51,48,48-60
12:00pm,57,50,60,51,48,48-60
1:00pm,57,50,60,51,49,49-60
2:00pm,57,51,60,52,49,49-60
3:00pm,58,51,60,53,49,49-60
4:00pm,58,51,60,53,49,49-60
5:00pm,58,51,61,53,50,50-61
6:00pm,58,52,61,53,51,51-61
7:00pm,60,53,61,54,52,52-61
8:00pm,61,54,60,55,53,53-61
9:00pm,62,55,58,55,54,54-62
10:00pm,63,56,57,56,55,55-63
11:00pm,63,57,55,56,56,55-63
12:00am,64,57,54,57,56,54-64
14/3/2014
1:00am,64,58,53,57,56,53-64
2:00am,65,59,53,58,57,53-65
3:00am,66,60,52,58,57,52-66
4:00am,66,59,54,57,57,54-66
5:00am,67,60,54,56,58,54-67
6:00am,68,61,55,56,59,55-68
7:00am,68,62,56,56,60,56-68
8:00am,67,62,56,55,60,55-67
9:00am,67,62,56,55,59,55-67
10:00am,67,62,56,55,59,55-67
11:00am,67,62,56,55,59,55-67
12:00pm,67,62,56,54,59,54-67
1:00pm,67,62,56,54,58,54-67
2:00pm,67,62,56,53,58,53-67
3:00pm,67,62,57,52,58,52-67
4:00pm,67,62,57,51,58,51-67
5:00pm,67,62,57,52,57,52-67
6:00pm,67,62,58,52,57,52-67
7:00pm,66,61,60,51,55,51-66
8:00pm,65,59,61,49,54,49-65
9:00pm,63,58,63,47,53,47-63
10:00pm,63,59,65,46,52,46-65
11:00pm,63,60,66,44,53,44-66
12:00am,63,60,66,43,52,43-66
15/3/2014
1:00am,63,59,66,41,52,41-66
2:00am,63,58,67,41,52,41-67
3:00am,63,58,67,41,52,41-67
4:00am,62,57,67,40,51,40-67
5:00am,60,56,67,40,50,40-67
6:00am,59,55,67,40,47,40-67
7:00am,58,54,66,40,43,40-66
8:00am,58,53,65,40,43,40-65
9:00am,60,53,65,39,44,39-65
10:00am,60,53,66,39,45,39-66
11:00am,61,54,67,39,45,39-67
12:00pm,62,55,67,39,46,39-67
1:00pm,62,54,66,39,45,39-66
2:00pm,61,54,65,39,44,39-65
3:00pm,60,53,64,38,43,38-64
4:00pm,59,53,63,37,42,37-63
5:00pm,57,51,61,33,40,33-61
6:00pm,55,48,57,30,37,30-57
7:00pm,53,46,54,28,36,28-54
8:00pm,52,45,51,27,35,27-52
9:00pm,52,43,47,27,34,27-52
10:00pm,51,39,44,27,32,27-51
11:00pm,51,37,42,28,32,28-51
12:00am,51,37,44,28,33,28-51
16/3/2014
1:00am,50,36,44,28,32,28-50
2:00am,49,35,43,28,31,28-49
3:00am,48,34,42,28,30,28-48
4:00am,48,35,41,28,30,28-48
5:00am,47,35,40,28,31,28-47
6:00am,47,35,39,28,30,28-47
7:00am,46,34,39,28,30,28-46
8:00am,45,33,38,28,29,28-45
9:00am,42,32,37,27,28,27-42
10:00am,39,30,35,26,26,26-39
11:00am,37,29,34,26,26,26-37
12:00pm,35,27,34,26,25,25-35
1:00pm,34,27,34,25,24,24-34
2:00pm,33,27,34,24,24,24-34
3:00pm,32,26,33,23,24,23-33
4:00pm,31,25,33,23,23,23-33
5:00pm,31,25,32,22,23,22-32
6:00pm,30,25,31,22,23,22-31
7:00pm,29,25,31,21,24,21-31
8:00pm,29,25,30,20,23,20-30
9:00pm,28,24,30,20,23,20-30
10:00pm,27,24,29,19,23,19-29
11:00pm,25,23,29,17,21,17-29
12:00am,23,21,27,16,19,16-27
17/3/2014
1:00am,23,20,26,16,19,16-26
2:00am,22,20,27,15,18,15-27
3:00am,21,19,26,15,17,15-26
4:00am,21,18,25,15,17,15-25
5:00am,20,18,25,14,16,14-25
6:00am,19,17,25,14,15,14-25
7:00am,19,17,23,13,15,13-23
8:00am,19,17,23,13,15,13-23
9:00am,18,17,23,13,15,13-23
10:00am,18,17,23,13,15,13-23
11:00am,18,17,22,13,14,13-22
12:00pm,18,18,22,14,15,14-22
1:00pm,19,18,22,14,15,14-22
2:00pm,19,18,22,14,15,14-22
3:00pm,19,18,23,15,15,15-23
4:00pm,20,19,23,15,16,15-23
5:00pm,20,19,23,16,16,16-23
6:00pm,20,18,23,17,16,16-23
7:00pm,20,18,23,17,15,15-23
8:00pm,21,18,23,18,15,15-23
9:00pm,21,18,23,18,15,15-23
10:00pm,22,18,22,18,15,15-22
11:00pm,22,18,22,19,15,15-22
12:00am,23,18,22,19,15,15-23
18/3/2014
1:00am,23,18,22,20,16,16-23
2:00am,24,18,21,21,16,16-24
3:00am,24,19,21,21,17,17-24
4:00am,24,19,21,22,17,17-24
5:00am,25,20,22,23,18,18-25
6:00am,27,20,22,23,18,18-27
7:00am,27,21,22,24,19,19-27
8:00am,28,23,21,24,19,19-28
9:00am,29,23,20,25,20,20-29
10:00am,29,23,20,25,20,20-29
11:00am,30,24,20,25,20,20-30
12:00pm,29,23,19,25,19,19-29
1:00pm,29,22,19,26,19,19-29
2:00pm,30,23,20,27,20,20-30
3:00pm,31,24,20,27,21,20-31
4:00pm,31,24,20,27,21,20-31
5:00pm,32,24,21,26,21,21-32
6:00pm,32,25,22,27,21,21-32
7:00pm,32,25,23,27,21,21-32
8:00pm,32,25,23,27,22,22-32
9:00pm,32,25,23,27,22,22-32
10:00pm,33,26,23,26,22,22-33
11:00pm,33,26,24,27,22,22-33
12:00am,33,27,24,26,23,23-33
19/3/2014
1:00am,33,28,25,26,23,23-33
2:00am,33,28,25,26,23,23-33
3:00am,33,28,26,26,23,23-33
4:00am,33,28,26,26,23,23-33
5:00am,33,28,26,26,23,23-33
6:00am,33,29,26,25,23,23-33
7:00am,33,28,27,26,23,23-33
8:00am,33,28,28,26,23,23-33
9:00am,33,29,28,26,24,24-33
10:00am,34,30,29,26,25,25-34
11:00am,34,30,30,27,26,26-34
12:00pm,35,31,30,27,27,27-35
1:00pm,36,32,31,27,27,27-36
2:00pm,37,32,32,27,27,27-37
3:00pm,37,32,32,28,27,27-37
4:00pm,37,33,32,28,28,28-37
5:00pm,38,33,32,28,29,28-38
6:00pm,38,33,32,28,28,28-38
7:00pm,37,34,32,28,28,28-37
8:00pm,37,33,32,28,28,28-37
9:00pm,37,33,32,27,28,27-37
10:00pm,36,32,32,27,27,27-36
11:00pm,36,32,32,27,27,27-36
12:00am,36,32,32,27,27,27-36
20/3/2014
1:00am,37,31,32,27,27,27-37
2:00am,39,32,31,28,28,28-39
3:00am,40,32,31,29,29,29-40
4:00am,40,32,31,30,30,30-40
5:00am,41,32,31,30,31,30-41
6:00am,43,32,31,31,32,31-43
7:00am,44,32,31,31,33,31-44
8:00am,46,31,31,32,35,31-46
9:00am,46,31,30,32,35,30-46
10:00am,45,30,30,32,35,30-45
11:00am,45,30,30,32,34,30-45
12:00pm,44,29,29,31,33,29-44
1:00pm,43,29,28,31,33,28-43
2:00pm,43,29,28,31,33,28-43
3:00pm,43,29,28,30,33,28-43
4:00pm,42,29,28,31,34,28-42
5:00pm,42,28,27,31,33,27-42
6:00pm,42,27,27,30,33,27-42
7:00pm,42,27,27,30,33,27-42
8:00pm,43,28,27,31,33,27-43
9:00pm,44,29,28,32,34,28-44
10:00pm,44,29,29,32,35,29-44
11:00pm,45,29,29,31,35,29-45
12:00am,45,29,29,31,35,29-45
21/3/2014
1:00am,44,29,29,31,35,29-44
2:00am,43,28,29,30,34,28-43
3:00am,42,27,29,29,33,27-42
4:00am,41,27,29,29,32,27-41
5:00am,40,27,29,27,31,27-40
6:00am,39,28,28,27,29,27-39
7:00am,37,27,28,26,28,26-37
8:00am,35,27,28,25,26,25-35
9:00am,35,27,28,24,26,24-35
10:00am,34,26,28,24,25,24-34
11:00am,34,27,29,24,26,24-34
12:00pm,34,27,29,24,25,24-34
1:00pm,34,27,30,24,26,24-34
2:00pm,35,28,31,25,27,25-35
3:00pm,35,28,31,25,28,25-35
4:00pm,35,29,31,26,32,26-35
5:00pm,36,31,32,29,35,29-36
6:00pm,36,33,32,32,37,32-37
7:00pm,37,34,33,32,35,32-37
8:00pm,37,34,33,30,32,30-37
9:00pm,36,34,32,31,32,31-36
10:00pm,36,34,32,32,31,31-36
11:00pm,36,34,31,32,31,31-36
12:00am,36,34,31,32,31,31-36
22/3/2014
1:00am,36,34,31,32,31,31-36
